user,user,cpm,error_rate,dwell_avg,dwell_std,flight_avg,flight_std,click_dwell_avg,click_flight_avg,pressure_touch,scroll_x,scroll_y,double_click,swipe_speed_avg,tilt_angle_avg
user13,M,47.67,1,1.33,1.22,753.13,443.26,0,0,0.50 (Medium Touch),314.15,808.17,,,36.21
user13,M,69.52,5,3.7,3.65,574.56,624.2,0,0,0.10 (Soft Touch),314,687.67,,,31.73
user13,M,69.52,5,3.7,3.65,574.56,624.2,0,0,0.10 (Soft Touch),314,687.67,,,33.07
user13,M,69.52,5,3.7,3.65,574.56,624.2,0,0,0.10 (Soft Touch),314,687.67,,,33.7
user13,M,26.48,1,2.43,2.44,940.17,598.71,0,0,0.50 (Medium Touch),332.83,808.17,,,36.83
user13,M,32.37,,1,0,744.25,417.67,0,0,0.50 (Medium Touch),383.48,808.17,,,34.68
user13,M,30.53,,1.2,1.1,1053,697.82,0,0,0.50 (Medium Touch),366.57,808.17,,,37.45
user13,M,23.97,,0.6,0.55,719.25,292.58,0,0,0.50 (Medium Touch),324.42,808.17,,,37.36
user13,M,35.67,,1.6,1.14,902.5,428.28,0,0,0.50 (Medium Touch),335.27,808.17,,,36.82
user13,M,39.52,,1.4,0.89,751.75,386.46,0,0,0.10 (Soft Touch),384.63,808.17,,,38.12
user14,M,25.7,,2.33,2.85,1402.07,1646.29,0,0,0.10 (Soft Touch),404.55,807.25,,,29.38
user14,M,19.38,,3.27,3,2003.5,2183,0,0,0.10 (Soft Touch),376.95,807.25,,,21.13
user14,M,15.53,,2,1.22,1494,576.78,0,0,0.10 (Soft Touch),384.62,807.25,,,21.06
user14,M,33.23,,2.2,1.1,648,394.97,0,0,0.10 (Soft Touch),390.92,807.25,,,18.12
user14,M,18.51,,3.2,2.86,753.75,172.05,0,0,0.10 (Soft Touch),438.68,807.25,,,18.42
user14,M,30.82,,2,1.58,561,429.43,0,0,0.10 (Soft Touch),400.32,767.7,,,15.23
user14,M,31.74,,3.4,0.55,667.25,414.36,0,0,0.10 (Soft Touch),417.55,807.25,,,15.35
user14,M,31.87,,2.2,1.3,625.5,321.57,0,0,0.10 (Soft Touch),403.57,616,,,17.07
user14,M,24.14,,4.8,4.21,876.25,256.28,0,0,0.10 (Soft Touch),402.98,807.25,,,16.64
user14,M,19.25,,2.8,0.84,1001,537.65,0,0,0.10 (Soft Touch),431.55,807.25,,,18.39
user14,M,19.45,,4.8,2.28,897.25,229.07,0,0,0.10 (Soft Touch),382.87,807.25,,,16.46
user14,M,23.47,,3.4,2.61,767.5,426.77,0,0,0.10 (Soft Touch),369,767.7,,,17.92
user14,M,23.94,,4,3.94,881,223.89,0,0,0.10 (Soft Touch),399.15,698.75,,,21.62
user14,M,30.71,,3,2,801.75,756.15,0,0,0.10 (Soft Touch),393.42,767.7,,,19.45
user14,M,27.18,,3.13,2.23,901.57,334.55,0,0,0.10 (Soft Touch),369.55,767.7,,,19.38
user14,M,29.49,,3,1.58,809,225.37,0,0,0.10 (Soft Touch),403.28,767.7,,,20.52
user14,M,25.28,,3.2,4.38,989,314.83,0,0,0.10 (Soft Touch),374.18,767.7,,,21.77
user14,M,27.59,,1.8,0.84,784.25,406.09,0,0,0.10 (Soft Touch),418.43,807.25,,,21.21
user14,M,21.76,,4,2.83,832.25,311.13,0,0,0.10 (Soft Touch),397.93,807.25,,,19.99
user14,M,31.08,,2.4,1.34,755.25,340.44,0,0,0.10 (Soft Touch),384.42,767.7,,,21.89
user14,M,26.82,,3,1.41,671.25,88.8,0,0,0.10 (Soft Touch),418.2,807.25,,,21.7
user14,M,32.96,,2.8,1.3,843,622.35,0,0,0.10 (Soft Touch),347.2,807.25,,,21.56
user14,M,26.47,,3,2.35,768.75,730.23,0,0,0.10 (Soft Touch),427.25,807.25,,,19.67
user14,M,23.49,,2.8,1.92,986,345.65,0,0,0.10 (Soft Touch),450.32,645.03,,,18.16
user14,M,34.08,,2,1.41,776.25,488.36,0,0,0.10 (Soft Touch),313.13,807.25,,,20.9
user14,M,26.58,,3.2,0.84,461.75,265.2,0,0,0.10 (Soft Touch),344.13,807.25,,,21.39
user14,M,13.46,,1.8,1.92,1303.5,1010.29,0,0,0.10 (Soft Touch),411.62,767.7,,,122.14
user14,M,13.33,,2.6,1.52,2489.75,2664.77,0,0,0.10 (Soft Touch),409.68,767.7,,,123.2
user14,M,19.61,,5.8,3.35,1180.75,537.7,0,0,0.10 (Soft Touch),401.77,807.25,,,122.43
user14,M,35.2,,3.14,1.57,603.67,510.07,0,0,0.10 (Soft Touch),450.35,807.25,,,123.15
user14,M,8.89,,2.6,2.61,1345.75,665.42,0,0,0.10 (Soft Touch),394.63,807.25,,,121.04
user14,M,25.47,,3,1.87,1251.25,312.34,0,0,0.10 (Soft Touch),371.17,767.7,,,121.98
user14,M,12.32,,2.4,1.82,781.25,547.5,0,0,0.10 (Soft Touch),346.95,807.25,,,125.75
user14,M,21.53,,3.8,0.84,955.75,210.08,0,0,0.10 (Soft Touch),392.17,767.7,,,121.63
user14,M,25.69,,3,0.71,892.5,242.98,0,0,0.10 (Soft Touch),366.1,767.7,,,122.68
user14,M,36.55,,2.6,2.07,568.75,366.93,0,0,0.10 (Soft Touch),362.68,767.7,,,123.86
user14,M,41.99,,3.43,2.23,675,282.81,0,0,0.10 (Soft Touch),368.48,807.25,,,123.34
user14,M,30.35,,4.6,2.7,513.5,211.3,0,0,0.10 (Soft Touch),403.95,807.25,,,124.24
user14,M,39.57,,3,2.35,598.25,312.57,0,0,0.10 (Soft Touch),420.9,807.25,,,122.48
user14,M,32.5,,2.8,2.05,677.5,442.71,0,0,0.10 (Soft Touch),373.47,767.7,,,121.39
user14,M,22.28,,2,1,1281.25,363,0,0,0.10 (Soft Touch),332.4,807.25,,,121.97
user14,M,14.91,,2.2,0.84,1193,213.13,0,0,0.10 (Soft Touch),322.23,807.25,,,120.91
user14,M,32.73,,2.6,2.07,867.5,345.42,0,0,0.10 (Soft Touch),409.05,807.25,,,121.03
user14,M,13.65,,2,1.41,1328,1274.21,0,0,0.10 (Soft Touch),339.22,807.25,,,119.79
user14,M,20.12,,3.6,1.52,808.5,323.02,0,0,0.10 (Soft Touch),387.8,807.25,,,121.37
user14,M,26.95,,3.8,2.17,1259.75,514.58,0,0,0.10 (Soft Touch),384.13,807.25,,,124.94
user14,M,34.46,,3.2,1.79,567.25,441.74,0,0,0.10 (Soft Touch),334.75,767.7,,,122.04
user14,M,28.93,,3.6,4.22,1042.5,656.04,0,0,0.10 (Soft Touch),398.48,807.25,,,121.95
user14,M,19.31,,3,2.83,574.5,294.99,0,0,0.10 (Soft Touch),312.2,807.25,,,118.02
user14,M,40.49,,2.6,1.34,546.75,409.47,0,0,0.10 (Soft Touch),391.33,767.7,,,120.59
user14,M,22.63,,2,1.41,1286.25,622.26,0,0,0.10 (Soft Touch),417.43,767.7,,,116.94
user14,M,20.03,,2.8,1.79,1300.5,271.01,0,0,0.10 (Soft Touch),346.65,807.25,,,120.2
user14,M,27.61,,3.6,3.65,596,292.04,0,0,0.10 (Soft Touch),384.42,767.7,,,120.38
user14,M,28.43,,2.8,2.17,940,245.1,0,0,0.10 (Soft Touch),410.38,807.25,,,121.01
user14,M,33.24,,4,2.35,939.5,330.88,0,0,0.10 (Soft Touch),336.82,767.7,,,119.77
user14,M,38.46,,2.2,0.84,707.5,439.78,0,0,0.10 (Soft Touch),377.2,807.25,,,120.29
user14,M,32.31,,3.8,2.39,772.5,405.08,0,0,0.10 (Soft Touch),393.93,807.25,,,119.69
user14,M,35.21,,2.6,2.07,823.25,573.73,0,0,0.10 (Soft Touch),401.35,807.25,,,121.17
user14,M,23.07,,3.57,2.76,1776.17,1195.02,0,0,0.10 (Soft Touch),408.67,767.7,,,118.99
user14,M,28.94,,4.4,2.79,1177.25,613.13,0,0,0.10 (Soft Touch),391.78,807.25,,,121.11
user14,M,28.24,,3.6,1.67,980.5,200.03,0,0,0.10 (Soft Touch),355.53,807.25,,,121.44
user14,M,24.23,,1.8,0.84,503.5,202.89,0,0,0.10 (Soft Touch),394.68,807.25,,,121.31
user14,M,35.12,,4.4,3.05,738.5,671.4,0,0,0.10 (Soft Touch),356.32,807.25,,,120.01
user14,M,31.02,,2.6,1.14,1087.25,640.06,0,0,0.10 (Soft Touch),403.37,767.7,,,121.1
user14,M,37.91,,2.2,0.84,814.75,498.98,0,0,0.10 (Soft Touch),390.8,767.7,,,120.66
user14,M,16.71,,2.8,3.49,773.5,416.35,0,0,0.10 (Soft Touch),399.83,807.25,,,127.42
user14,M,39.38,,2.2,0.45,441.5,239.54,0,0,0.10 (Soft Touch),347.28,807.25,,,120.29
user14,M,19.38,,2.2,1.1,844.25,497.23,0,0,0.10 (Soft Touch),425.13,907.7,,,116.75
user14,M,29.08,,2.6,1.82,1329.5,1143.62,0,0,0.10 (Soft Touch),343.12,807.25,,,125.06
user14,M,26.33,,2.2,1.92,849.25,173.48,0,0,0.10 (Soft Touch),391.28,767.7,,,117.03
user14,M,33.88,,2.4,1.14,703,338.64,0,0,0.10 (Soft Touch),389.35,767.7,,,118.11
user14,M,34.91,,3,1.73,509.25,372.96,0,0,0.10 (Soft Touch),346.13,767.7,,,120.74
user14,M,23.52,,3.2,1.64,1546.5,526.96,0,0,0.10 (Soft Touch),385.32,807.25,,,117.7
user14,M,12.07,,3.2,1.79,1400,382.95,0,0,0.10 (Soft Touch),372.82,767.7,,,56.86
user14,M,19.95,,3.8,3.11,1533.5,1284.95,0,0,0.10 (Soft Touch),367.57,627.37,,,47.21
user14,M,17.89,,3,2.45,1475.75,709.77,0,0,0.10 (Soft Touch),292.92,767.7,,,48
user14,M,31.94,,2.8,1.3,1049.75,261.64,0,0,0.10 (Soft Touch),423.95,767.7,,,50.37
user14,M,10.47,,2.6,1.14,1387.75,765.86,0,0,0.10 (Soft Touch),389.67,767.7,,,46.92
user14,M,28.45,,3,1.58,804.25,646.77,0,0,0.10 (Soft Touch),357.92,767.7,,,47.27
user14,M,17.85,,1.4,0.89,1163.5,414.49,0,0,0.10 (Soft Touch),380.53,807.25,,,125.03
user14,M,14.46,,3,2.35,2048.5,1038.21,0,0,0.10 (Soft Touch),373.1,807.25,,,169.42
user14,M,14.46,,3,2.35,2048.5,1038.21,0,0,0.10 (Soft Touch),373.1,743.2,,,170.48
user14,M,21.2,,2,1.22,810.5,262.09,0,0,0.10 (Soft Touch),332.73,702.95,,,168.15
user14,M,21.3,,4.2,2.17,999.25,141.69,0,0,0.10 (Soft Touch),312.37,767.7,,,168.13
user14,M,24.49,,3.6,2.61,696.5,490.18,0,0,0.10 (Soft Touch),333.42,807.25,,,168.38
user14,M,31.55,,2.6,1.52,997.5,524.53,0,0,0.10 (Soft Touch),396.95,767.7,,,168.2
user14,M,27.85,,1.6,0.89,737.5,412.98,0,0,0.10 (Soft Touch),346.62,870.67,,,89.72
user14,M,28.42,,3.29,1.8,711.5,406.04,0,0,0.10 (Soft Touch),463.85,807.25,,,36.65
user14,M,35.91,,2.2,1.64,794.5,451.24,0,0,0.10 (Soft Touch),357.6,767.7,,,35.32
user14,M,20.76,,3.4,1.14,914.75,352.64,0,0,0.10 (Soft Touch),301.83,807.25,,,36.78
user14,M,13.56,,2.6,1.82,3950.5,3911.71,0,0,0.10 (Soft Touch),383.02,807.25,,,37.28
user14,M,37.8,,1.6,0.89,661.25,419.97,0,0,0.10 (Soft Touch),373.13,767.7,,,38.97
user14,M,19.66,,2.8,1.3,1584.25,1399.75,0,0,0.10 (Soft Touch),393.83,767.7,,,38.88
user14,M,25,,2.6,2.3,936.5,555.32,0,0,0.10 (Soft Touch),394.12,767.7,,,44.54
user14,M,27.27,,3.2,1.79,741.25,412.13,0,0,0.10 (Soft Touch),282.47,767.7,,,37.43
user14,M,18.55,,2.2,1.3,567.75,342.86,0,0,0.10 (Soft Touch),393.92,767.7,,,37.49
user14,M,38.4,,2.57,1.27,836,377.72,0,0,0.10 (Soft Touch),378.83,807.25,,,42.42
user14,M,18.03,,2,2.35,820.25,678.78,0,0,0.10 (Soft Touch),453.33,807.25,,,39.74
user14,M,19.43,,3,3.42,1422.33,1175.82,0,0,0.10 (Soft Touch),377.23,767.7,,,37.48
user14,M,29.73,,5.8,4.92,1032.75,952.13,0,0,0.10 (Soft Touch),363.68,767.7,,,41.1
user14,M,35,,2,1,410.75,298.28,0,0,0.10 (Soft Touch),316.42,767.7,,,41.02
user14,M,30.18,,3.4,2.7,741,418.66,0,0,0.10 (Soft Touch),408.62,767.7,,,41.54
user14,M,11.53,,2.6,0.55,1864,2000.59,0,0,0.10 (Soft Touch),301.1,767.7,,,37.37
user14,M,35.01,,2.8,1.64,889,277.27,0,0,0.10 (Soft Touch),385.22,807.25,,,43.26
user14,M,37.72,,2.2,1.48,590.25,200.4,0,0,0.10 (Soft Touch),418.88,767.7,,,40.53
user14,M,30.33,,2.2,2.39,578.75,369.46,0,0,0.10 (Soft Touch),407.22,807.25,,,43.89
user15,M,24.94,,117.2,200.62,589.89,424.05,0,0,0.10 (Soft Touch),426,835,,,
user15,M,34.67,,28.57,9.62,752.67,542.98,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,28.76,,31,9.27,594.67,488.79,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,49.88,3,25.5,11.63,600.09,304.88,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,18.51,1,21.86,9.55,886.5,487.28,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,33.36,,27.5,11.04,679.8,605.57,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,36.33,1,25.13,7.59,921.29,712.35,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,19.53,,27.71,13.09,1180.17,1340.85,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,33.11,,28.83,13,723.4,637.82,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,6.75,,29.71,10.93,7830.33,17767.77,0,0,0.10 (Soft Touch),426.36,834.61,,,
user15,M,20.08,,30.14,11.88,580.67,261.19,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,24.02,,28.5,12.18,753.4,438.93,0,0,0.10 (Soft Touch),426.36,834.61,,,
user15,M,17.1,,20.4,7.73,1004.25,1030.52,0,0,0.10 (Soft Touch),426.36,834.61,,,
user15,M,20.27,,28,12.62,1853.4,2973.2,0,0,0.10 (Soft Touch),405,770,,,
user15,M,19.26,,22.2,9.55,1857.75,426.1,0,0,0.10 (Soft Touch),426,917,,,
user15,M,28.16,,31.43,10.18,491.5,204.9,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,38.98,,33.71,12.09,522.5,397.79,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,28.16,,31.71,11.7,705.33,403.69,0,0,0.10 (Soft Touch),426,917,,,
user15,M,34.16,,31.88,12.78,615.29,396.85,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,23.55,,25.83,11.46,410,232.65,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,21.88,,34.14,11.44,975,878.47,0,0,0.10 (Soft Touch),426.36,834.61,,,
user15,M,21.88,,34.14,11.44,975,878.47,0,0,0.10 (Soft Touch),426,835,,,
user15,M,28.5,,26.33,13.74,743.4,717.17,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,28.5,,26.33,13.74,743.4,717.17,0,0,0.10 (Soft Touch),393,677,,,
user15,M,36.67,,32.63,9.74,661.86,566.25,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,43.23,,25.17,14.48,473.2,276.12,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,49.37,7,23.86,11.95,814.14,1324.23,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,22.9,,28.17,12.4,526.6,278.7,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,29.69,,28.5,11.45,889.8,549.46,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,28.19,,33.43,10.69,589,269.79,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,20.61,,30.71,13,627.33,378.72,0,0,0.10 (Soft Touch),426,938,,,
user15,M,30.2,,40,9.17,492.71,265.58,0,0,0.10 (Soft Touch),426.36,834.61,,,
user15,M,12.38,,29.33,11.79,1077.8,920.47,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,37.11,,33.43,13.94,533.5,285.92,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,32.62,,30.29,11.57,813.5,607.51,0,0,0.10 (Soft Touch),426.36,834.61,,,
user15,M,7.89,,31.17,14.18,816.4,352.77,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,40.1,,32,11.43,499.33,221.84,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,37.74,,61.57,104.64,796.5,526.12,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,43.12,,30.67,12.64,673.8,346.27,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,63.72,1,30.67,17.64,439.5,179.29,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,40.05,1,36.73,13.84,513.3,437.93,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,69.32,1,42.36,5.68,463.7,270.22,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,58.27,4,24.31,14.04,556.92,388.66,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,20.58,,33.57,14.95,713.67,349.11,0,0,0.50 (Medium Touch),426.36,916.67,,,
user15,M,30.26,,18.6,1.14,819.5,65.66,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,22.69,,21.8,10.47,1087.25,443.11,0,0,0.10 (Soft Touch),426.36,834.61,,,
user15,M,51.8,1,31.11,14.62,577,387.46,0,0,0.10 (Soft Touch),426,917,,,
user15,M,41.53,,31.71,12.65,705.33,358.45,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,60.59,1,27.22,14.46,531.38,596.22,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,26.8,,38.63,12.11,583.43,303.81,0,0,0.10 (Soft Touch),426.36,834.61,,,
user15,M,33.32,,16.8,2.39,565.75,437.22,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,33.07,,32.57,13.33,566.67,500.13,0,0,0.10 (Soft Touch),426.36,916.67,1,,
user15,M,22,,28,14.01,451.6,350.71,0,0,0.50 (Medium Touch),426.36,916.67,1,,
user15,M,41.07,,34.14,15.36,614.83,548.14,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,61.18,8,27.88,12.98,762.96,1012.78,0,0,0.10 (Soft Touch),426.36,834.61,,,
user15,M,29.43,,33.57,14.5,880.33,625.37,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,52.37,12,38.16,52.83,833.11,955.78,0,0,0.10 (Soft Touch),426.36,834.61,1,,
user15,M,29.83,,34.86,16.16,527.83,232.74,0,0,0.10 (Soft Touch),426.36,834.61,,,
user15,M,41.45,,41.88,9.78,559.29,274.79,0,0,0.10 (Soft Touch),312,770,,,
user15,M,50.79,1,31.44,15.4,564.5,198.7,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,61.73,2,32.33,15.78,607.55,511.71,0,0,0.10 (Soft Touch),428,915,,,
user15,M,38.68,,38.14,13.15,502.17,265.01,0,0,0.10 (Soft Touch),335,770,1,,
user15,M,45.29,,34.29,15.36,502.33,234.03,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,23.75,,21.4,10.16,1046,1005.41,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,30.45,,17.8,2.77,1004,450.3,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,25.12,,39,14.7,497.5,261.32,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,29.47,,36.29,17.79,594.5,392.3,0,0,0.10 (Soft Touch),314,671,1,,
user15,M,42.73,,117.38,216.13,640.43,633.34,0,0,0.10 (Soft Touch),426.36,834.61,,,
user15,M,40.24,,33.83,17.63,623.2,305.75,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,31.64,,23.6,9.89,788.25,323.93,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,56.49,1,28.5,15.92,509.71,492.88,0,0,0.10 (Soft Touch),426,917,,,
user15,M,29.64,,17.4,2.88,990.5,504.55,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,32.89,,29.67,17.81,626.2,327.49,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,43.27,,36.29,18.26,649.67,375.87,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,29.76,,30.83,19.19,846.4,456.49,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,25.37,,37.71,17.68,644.5,581.99,0,0,0.10 (Soft Touch),426.36,795.41,,,
user15,M,32.06,,34.17,16.77,1106.6,783.36,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,21.31,,36.71,18.51,866.5,805.62,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,35.46,,40.29,15.98,800,287.46,0,0,0.10 (Soft Touch),383,731,,,
user15,M,38.91,,44,15.64,940.14,611.81,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,54.1,1,113.6,179.11,612.89,550.94,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,45.87,,33.5,18.36,573.4,478.47,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,53.09,6,34.1,18.31,773.68,866.12,0,0,0.10 (Soft Touch),426.36,834.61,,,
user15,M,31.05,1,25.38,14.08,1183,1104.45,0,0,0.50 (Medium Touch),398,732,2,,
user15,M,54.95,1,44.92,12.73,421,209.2,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,46.33,1,25.63,15.53,592.57,358.24,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,33.49,,73.29,119.44,713.33,286.95,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,47.68,,41.43,15.04,541.5,243.71,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,54.62,1,29,18.65,590.14,452.04,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,31.96,,17.6,2.19,833.5,407.86,0,0,0.10 (Soft Touch),362,731,1,,
user15,M,31.46,,25.4,13.89,737.25,422.08,0,0,0.10 (Soft Touch),426,858,,,
user15,M,24,,23.2,12.38,1250,442.12,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,38.9,,36.14,17.45,847,549.65,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,41.46,,38.86,13.95,597.5,438.99,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,42.95,,37.57,18.13,672.17,349.18,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,41.12,1,34.38,18.24,659.43,397.18,0,0,0.10 (Soft Touch),426.36,916.67,1,,
user15,M,57.62,1,41.1,17.04,464.89,213.73,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,58.04,6,25.95,15.93,738.67,802.87,0,0,0.10 (Soft Touch),426.36,834.61,1,,
user15,M,22.42,,43,14.06,473.71,528.07,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,47.87,,38,17.04,641.5,400.42,0,0,0.10 (Soft Touch),426.36,916.67,,,
user15,M,64.6,5,36.45,17.95,657.74,904.59,0,0,0.10 (Soft Touch),426.36,834.61,2,,
user15,M,38.07,,38.86,19.07,513.67,308.61,0,0,0.10 (Soft Touch),426.36,795.41,,,
user16,M,21.47,,1.8,1.3,872,245.17,0,0,0.10 (Soft Touch),255.62,712.47,,,15.15
user16,M,30.18,1,2.43,1.62,894.67,274,0,0,0.10 (Soft Touch),249.32,719.22,,,25.85
user16,M,20.34,1,3,2.77,716.17,229.03,0,0,0.10 (Soft Touch),245.83,696.27,,,20.95
user16,M,23.4,,2.2,1.64,776.75,272.56,0,0,0.10 (Soft Touch),368.55,785.3,,,27.53
user16,M,13.57,,2.2,1.64,2735.75,3653.19,0,0,0.10 (Soft Touch),331.28,791.97,,,24.54
user16,M,9.19,,0.4,0.55,930.75,207.75,0,0,0.10 (Soft Touch),338.97,785.3,,,18.46
user16,M,23.8,,1.6,0.89,971.75,134,0,0,0.10 (Soft Touch),313.17,785.3,,,7.93
user16,M,20.7,,2,0.71,1117.25,483.35,0,0,0.10 (Soft Touch),350.63,785.3,,,8.85
user16,M,30.67,,1.2,0.84,717.5,157.8,0,0,0.10 (Soft Touch),347.1,785.3,,,9.12
user16,M,21.65,,1.8,0.84,957,546.41,0,0,0.10 (Soft Touch),339.82,785.3,,,8.57
user16,M,20.96,,2.8,2.05,1200.25,683.98,0,0,0.10 (Soft Touch),345.82,671.97,,,9.97
user16,M,25.39,,1.8,2.49,833.5,102.83,0,0,0.10 (Soft Touch),337.83,785.3,,,10.79
user16,M,24.32,,2,1.58,811.75,375.28,0,0,0.10 (Soft Touch),161.32,684.27,,,9.76
user16,M,21.37,,3,1.73,1011.5,194.49,0,0,0.10 (Soft Touch),329.48,785.3,,,10.12
user16,M,19.83,,2.2,1.1,1169.5,1003.68,0,0,0.10 (Soft Touch),353.35,586.67,,,11.81
user16,M,11.22,,1.2,1.1,587.5,513.23,0,0,0.10 (Soft Touch),351.18,785.3,,,31.83
user16,M,22.69,,3,2,1188.75,222.69,0,0,0.10 (Soft Touch),336.15,785.3,,,14.14
user16,M,14.19,,2,1.22,1627.5,600.42,0,0,0.10 (Soft Touch),306.77,785.3,,,13.28
user16,M,24.25,,2.8,2.17,852.5,91.36,0,0,0.10 (Soft Touch),318.83,785.3,,,14.73
user16,M,15.75,1,2.71,1.98,1478.83,1203.27,0,0,0.10 (Soft Touch),375.63,785.3,,,13.66
user16,M,10.83,,2.4,1.14,1607.5,1409.04,0,0,0.10 (Soft Touch),361.67,785.3,,,15.44
user16,M,25.65,,3.2,2.28,812.75,106.27,0,0,0.10 (Soft Touch),393.62,785.3,,,15.59
user16,M,26.62,1,3.57,2.76,787.83,260.49,0,0,0.10 (Soft Touch),354.13,785.3,,,14.56
user16,M,27.19,1,3.14,2.34,713.33,331.06,0,0,0.10 (Soft Touch),257.82,704.98,,,15.69
user16,M,16.36,,2.6,2.51,780.5,406.51,0,0,0.10 (Soft Touch),329.92,785.3,,,18.22
user16,M,22.61,,3,1.73,880.5,568.98,0,0,0.10 (Soft Touch),292.92,785.3,,,17.38
user16,M,14.13,1,2,1.83,848.67,258.91,0,0,0.10 (Soft Touch),350.33,785.3,,,23.45
user16,M,19.55,,2.2,2.17,670.75,309.5,0,0,0.10 (Soft Touch),304.33,785.3,,,15.98
user16,M,27.74,,2,1.87,575,440.81,0,0,0.10 (Soft Touch),350.45,785.3,,,16.73
user16,M,21.84,,2.4,1.14,1373,678.32,0,0,0.10 (Soft Touch),383.53,791.3,,,18.01
user16,M,19.84,,3.2,1.79,1577.25,1256.59,0,0,0.50 (Medium Touch),323.65,785.3,,,15.47
user16,M,8.36,,2.2,1.64,836.25,229.13,0,0,0.10 (Soft Touch),325.83,545.13,,,15.25
user16,M,30.25,,1.2,0.84,455.75,361.32,0,0,0.10 (Soft Touch),350.82,785.3,,,13.25
user16,M,30.25,,1.2,0.84,455.75,361.32,0,0,0.10 (Soft Touch),350.82,585.48,,,12.83
user16,M,27.66,,2.8,1.1,820.25,117.87,0,0,0.10 (Soft Touch),366.5,785.3,,,12.45
user16,M,15.27,,2,1.58,1286.5,688.62,0,0,0.10 (Soft Touch),334.45,785.3,,,14.79
user16,M,12.95,,2.8,1.3,3580.25,5002.89,0,0,0.10 (Soft Touch),340.67,785.3,,,12.11
user16,M,12.95,,2.8,1.3,3580.25,5002.89,0,0,0.10 (Soft Touch),340.67,794.63,,,12.51
