User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
4784,2188.91,0,9.0,2,0,3,118,8,4,0
3331,4706.2,0,14.0,0,6,1,35,2,4,0
1979,1965.3,0,18.0,3,4,2,90,5,1,0
3220,4759.11,0,16.0,0,7,3,84,5,0,0
4398,4629.07,4,9.0,0,0,4,42,10,1,0
4789,3304.33,1,3.0,2,6,3,10,8,3,0
4134,49.09,0,14.0,0,0,3,76,7,3,0
4144,2004.67,2,9.0,2,5,2,119,10,0,0
3810,4556.62,3,2.0,2,4,1,9,1,4,0
2659,4426.13,3,21.0,0,0,2,18,12,0,0
2398,941.0,0,20.0,1,6,1,54,3,3,0
1632,1998.92,3,15.0,2,5,4,73,4,4,0
2531,4178.37,3,18.0,0,5,1,74,3,4,0
1786,2524.1000000000004,4,11.0,2,1,2,89,3,1,0
3990,4237.26,3,7.0,2,1,0,85,5,0,0
4059,4133.7,4,23.0,2,0,2,48,7,4,0
1397,4537.87,3,9.0,0,4,1,111,9,1,0
2143,590.52,4,8.0,1,5,0,93,4,4,0
1933,730.35,3,10.0,2,5,4,97,4,3,0
2460,418.63,2,9.0,1,0,2,13,14,4,0
2852,4676.67,1,10.0,2,1,3,82,2,4,0
3723,2378.44,4,5.0,1,6,1,75,6,1,0
3983,326.3,2,7.0,1,6,4,19,2,1,0
3512,1611.04,1,18.0,1,5,1,45,5,0,0
1285,1760.31,1,9.0,0,0,3,12,5,4,0
1264,4048.75,2,13.0,0,5,2,16,3,0,0
3367,3678.71,0,22.0,1,5,0,14,6,3,0
3720,3448.49,0,12.0,0,5,2,6,6,3,0
4447,114.21,4,1.0,1,4,1,68,6,4,0
3867,4553.93,0,4.0,1,4,2,55,4,0,0
3136,1081.7,4,17.0,0,6,0,73,10,0,0
2677,3147.16,2,8.0,2,6,3,44,5,2,0
2226,313.79,0,7.0,1,3,1,35,14,1,0
1820,412.22,0,0.0,0,6,2,11,13,0,0
2762,52.84,3,3.0,1,0,3,107,5,3,0
4048,2831.81,3,14.0,1,2,1,27,13,1,0
3381,3148.75,1,12.0,0,2,3,111,3,0,0
3269,257.06,3,5.0,2,6,2,14,14,4,0
1040,1455.97,2,0.0,1,3,2,23,8,4,0
2731,4258.01,4,5.0,0,7,4,68,9,1,0
1067,511.04,4,10.0,1,1,4,76,7,2,0
1987,1086.65,3,5.0,3,4,2,111,11,0,0
2799,2124.83,3,14.0,0,4,4,62,1,0,0
3561,4212.16,4,13.0,0,7,2,88,3,0,0
4944,1277.97,1,4.0,2,0,4,34,7,3,0
4708,4985.7,0,12.0,1,7,3,110,6,3,0
4693,1779.53,1,0.0,1,7,0,89,4,1,0
2621,1935.31,2,5.0,0,5,3,54,8,4,0
2655,614.92,2,3.0,2,6,1,111,5,3,0
4198,3402.59,0,0.0,0,4,1,66,7,4,0
2278,1221.11,0,9.0,1,6,4,9,11,0,0
1694,3146.19,1,0.0,1,0,2,32,3,3,0
4087,1119.67,4,17.0,2,6,4,75,11,4,0
3524,1942.42,0,13.0,1,2,0,13,5,4,0
2085,2524.1000000000004,1,5.0,0,1,3,72,6,4,0
3928,3695.84,1,1.0,0,0,3,66,7,1,0
3479,777.18,4,23.0,3,2,0,103,6,1,0
2693,3040.5,1,3.0,2,5,2,101,14,0,1
3315,3145.06,2,15.0,1,0,1,82,2,3,0
2058,457.39,4,12.0,0,4,4,57,14,3,0
1778,2331.7,3,19.0,1,0,3,47,11,3,0
4647,1307.04,1,0.0,2,7,1,89,9,0,0
1493,2338.32,0,23.0,1,4,3,14,10,4,0
2585,3886.47,0,0.0,0,6,4,92,14,1,0
2492,795.51,4,5.0,0,4,2,79,14,1,0
2790,620.9,0,12.0,0,6,2,85,5,1,0
1660,1350.24,0,17.0,0,1,0,68,8,0,0
2348,4761.62,3,10.0,1,4,4,69,8,4,0
2327,3740.38,0,3.0,0,4,1,46,8,3,0
2299,102.18,4,14.0,0,3,0,23,7,3,0
4940,2008.02,4,14.0,1,3,0,87,6,3,0
2986,1290.7,2,5.0,1,3,0,15,11,0,0
4755,2524.1000000000004,1,9.0,2,0,0,110,13,3,0
4060,2299.17,1,9.0,2,2,4,75,11,0,0
3044,4822.67,1,16.0,0,4,3,88,8,3,0
4272,1098.8,4,7.0,2,5,0,47,4,4,0
4516,2524.1000000000004,0,12.0,2,2,2,117,10,0,0
2928,49997.8,1,11.0,1,2,4,17,8,0,0
2347,4128.69,0,18.0,0,2,4,118,12,0,0
2058,2037.82,0,5.0,1,0,2,67,13,0,0
1976,3436.17,2,22.0,1,5,4,58,13,1,0
1481,1519.49,1,12.0,2,4,0,90,4,4,0
1727,2180.2,4,12.0,2,6,2,11,10,4,0
3527,4478.66,4,19.0,0,7,0,41,13,1,0
4136,4749.79,2,14.0,2,2,0,73,13,3,0
2031,3595.49,1,15.0,2,2,4,113,11,1,0
4372,1874.89,0,19.0,2,5,3,75,11,4,0
1342,2524.1000000000004,1,17.0,2,3,2,54,3,2,0
4502,134.21,4,1.0,0,2,1,93,7,0,1
2447,518.22,4,16.0,1,5,4,100,12,1,0
3379,3308.56,4,6.0,0,4,2,26,1,3,0
3485,1459.79,0,14.0,2,7,1,31,4,4,0
4659,4757.17,4,0.0,0,6,4,117,13,4,0
3221,2183.12,1,4.0,0,7,0,77,10,1,0
3606,2149.68,0,4.0,0,0,3,22,14,0,0
1526,3392.01,1,11.0,1,0,0,104,8,0,0
2896,3839.0,3,12.0,2,6,2,30,8,4,0
1658,2380.42,3,8.0,0,0,0,71,10,3,0
3073,1073.93,0,15.0,2,3,2,102,5,0,0
1819,3867.68,4,8.0,2,0,4,116,12,1,0
3652,2524.1000000000004,4,16.0,1,7,4,2,14,1,0
1405,879.68,0,21.0,1,6,3,108,10,1,0
3279,2524.1000000000004,1,13.0,0,3,2,2,11,3,0
3580,49997.8,3,18.0,1,5,2,44,8,3,0
4890,4856.91,4,16.0,2,5,1,104,11,2,0
2573,3163.82,4,23.0,3,6,3,63,8,3,0
2811,4929.55,3,21.0,1,3,4,100,1,4,0
1504,1697.77,0,20.0,0,2,0,104,8,4,1
4740,4856.17,0,5.0,0,3,1,87,6,4,0
1178,732.08,0,15.0,0,7,0,38,8,0,0
1131,208.27,4,2.0,2,6,0,100,2,4,0
2846,169.76,1,8.0,2,0,0,79,7,3,0
2478,2327.03,2,15.0,2,3,3,54,6,4,0
3395,419.61,0,5.0,0,0,4,48,11,3,0
3587,2563.28,2,5.0,2,0,1,62,9,4,0
1771,1640.87,1,18.0,0,0,0,88,9,4,1
2429,1681.47,4,14.0,3,2,3,90,9,2,0
3123,3179.87,2,11.0,3,7,4,14,1,4,0
1578,819.67,0,1.0,3,4,4,12,9,3,1
3901,3833.93,2,19.0,0,2,4,26,9,4,0
2515,2912.24,3,0.0,2,0,4,67,3,0,0
1193,4575.15,1,4.0,0,1,2,57,10,0,0
3007,2524.1000000000004,3,12.0,2,3,3,59,3,0,0
2185,4913.66,1,6.0,0,7,3,105,3,4,0
3394,2881.26,1,3.0,2,0,3,8,4,3,0
3998,4867.14,4,19.0,0,4,4,111,14,4,0
2384,140.17,1,2.0,0,3,1,96,4,1,0
2792,3641.24,1,12.0,0,4,2,62,12,3,1
4655,4084.02,0,17.0,1,4,0,12,3,1,0
2110,270.6,3,18.0,0,7,1,94,5,3,0
4333,2896.95,2,8.0,1,1,3,70,5,1,0
3261,4010.7,4,10.0,0,3,0,62,12,2,0
4736,2807.39,1,19.0,0,3,0,32,10,1,0
4793,323.75,0,19.0,2,2,3,99,2,4,0
2936,3468.77,1,12.0,1,4,4,34,3,4,0
3620,307.68,4,11.0,0,6,2,14,5,3,0
1779,4088.26,3,21.0,2,5,1,109,9,4,0
1261,219.96,2,16.0,1,4,0,30,4,3,0
1729,691.3,0,6.0,1,6,3,73,13,4,0
1282,1379.16,4,18.0,0,2,0,69,8,4,0
4719,3168.66,4,5.0,2,6,4,16,12,3,0
2490,4881.91,1,10.0,2,2,3,109,11,1,0
4451,593.53,0,9.0,1,0,4,25,3,0,0
1361,2524.1000000000004,2,7.0,2,6,3,112,5,3,0
4520,1847.51,4,7.0,0,6,1,64,6,3,0
1440,4181.91,2,7.0,0,3,3,68,11,0,0
3140,2338.82,3,7.0,1,7,4,75,9,1,0
2644,1611.44,1,15.0,1,6,4,86,7,1,0
3800,2524.1000000000004,2,13.0,2,6,1,96,8,3,0
1866,1306.31,4,2.0,0,0,4,58,8,4,0
2447,2008.79,4,7.0,1,7,2,59,5,1,0
1141,1666.36,4,1.0,2,0,4,81,9,0,0
2314,4021.68,4,5.0,0,1,3,12,3,0,0
2455,4621.66,0,3.0,0,0,1,78,6,3,0
3796,3799.06,1,15.0,3,7,4,36,5,4,0
2875,2198.22,0,10.0,2,1,1,119,11,1,0
2847,2524.15,0,13.0,1,2,0,75,12,4,0
2712,629.74,1,17.0,0,4,1,104,14,4,1
3700,3735.59,4,4.0,0,3,4,115,14,0,0
1700,2984.4,3,18.0,2,6,2,69,6,3,0
1997,4512.69,0,20.0,0,2,1,11,4,4,0
3096,1007.05,2,8.0,2,2,2,6,12,4,0
2325,3799.83,0,15.0,0,5,1,43,6,0,0
1880,3424.93,1,2.0,1,2,0,6,4,1,0
2213,2524.1000000000004,0,12.0,0,2,1,10,7,3,1
2159,3338.56,2,18.0,1,5,0,86,2,1,1
1554,4622.25,0,8.0,1,3,0,95,1,0,0
1403,4592.59,3,12.0,0,4,1,93,6,0,0
1891,3599.53,0,16.0,1,5,4,110,10,0,0
3912,245.13,2,10.0,0,3,2,85,8,3,0
1601,4361.96,4,9.0,0,4,0,72,7,4,0
2830,3290.6,3,16.0,1,6,1,109,10,2,0
1340,2524.1000000000004,4,6.0,1,2,4,93,8,0,0
4828,940.32,0,5.0,1,5,4,5,7,0,0
2968,585.44,2,2.0,1,6,2,83,9,0,0
1703,255.93,1,3.0,3,7,2,72,12,4,0
1317,3771.75,3,19.0,3,2,4,48,4,1,0
3665,1183.04,2,8.0,0,1,0,101,6,1,0
2386,126.14,1,21.0,2,3,1,6,11,1,1
4893,1989.37,3,11.0,1,6,3,8,11,0,0
3429,2415.62,3,3.0,1,0,3,4,10,0,0
3280,850.31,0,17.0,1,1,0,64,3,3,0
2800,225.02,1,10.0,0,5,4,88,14,0,0
2367,949.68,3,15.0,1,0,1,11,13,0,0
2572,3397.12,3,4.0,0,7,2,78,4,0,0
1816,415.81,0,17.0,1,6,2,114,3,4,0
1552,2777.41,0,0.0,1,6,2,62,11,0,0
4600,736.33,4,16.0,1,3,4,113,7,4,0
1855,982.47,4,21.0,0,5,1,25,1,0,0
2812,1968.42,4,8.0,0,5,2,113,11,0,0
3866,508.62,4,15.0,2,6,3,29,14,1,0
4642,870.15,1,11.0,0,4,2,54,4,1,0
1182,1748.02,1,13.0,2,1,4,49,8,0,0
4112,2524.1000000000004,2,12.0,0,6,4,84,13,3,0
2574,3747.61,2,20.0,2,3,3,53,8,4,0
1396,378.54,4,8.0,1,3,4,105,6,1,0
2727,4302.95,4,3.0,2,3,1,12,8,4,0
3826,4082.08,1,15.0,2,0,4,102,13,4,1
2517,3831.13,4,21.0,2,5,2,24,13,1,0
4730,1550.31,4,2.0,1,2,1,72,8,1,0
1906,4115.29,1,22.0,2,1,3,2,9,4,0
2356,918.1,3,19.0,1,7,3,41,11,4,0
3174,626.42,1,21.0,2,6,2,37,1,1,0
4629,229.56,4,21.0,0,1,3,57,3,1,0
4628,4696.86,1,14.0,0,3,1,82,2,3,0
1000,1543.51,2,3.0,0,4,3,2,1,3,0
4239,4588.5,3,10.0,2,2,2,50,10,4,1
4691,1366.7,3,10.0,1,2,1,69,11,4,0
1018,4538.29,3,17.0,0,1,4,112,7,0,0
4403,4520.13,1,1.0,0,6,4,21,2,1,0
1583,4618.76,2,12.0,2,7,4,109,9,1,0
1455,2483.29,0,13.0,2,2,2,70,12,3,0
4004,4330.4,2,5.0,2,7,4,119,8,4,0
3036,4754.08,2,13.0,0,2,2,4,3,3,0
2132,1626.46,4,5.0,2,7,0,49,7,0,0
4339,2097.28,2,17.0,2,0,4,28,5,4,0
3492,3597.6,1,7.0,2,6,3,94,8,0,0
4311,1505.3,3,22.0,1,1,1,53,4,0,0
2952,3770.28,2,2.0,2,7,2,5,2,4,0
4372,49997.8,2,11.0,1,4,0,103,9,0,0
3649,2619.87,0,17.0,1,3,4,18,7,3,0
3150,615.96,0,23.0,2,7,2,48,6,4,0
1987,1470.15,4,0.0,0,1,4,117,6,0,0
4321,1296.83,0,8.0,0,6,0,111,6,0,1
4524,4195.47,4,15.0,2,2,4,34,10,0,1
1519,971.62,1,23.0,1,1,2,69,14,0,0
4224,4043.2,3,17.0,0,2,3,81,2,0,0
1858,3970.83,0,12.0,0,1,3,63,12,3,0
1173,2496.92,1,6.0,2,0,2,16,9,3,0
2366,1173.05,3,22.0,0,4,4,111,12,3,0
4741,1138.35,1,9.0,2,2,3,43,1,0,0
4052,2327.3,1,12.0,2,3,2,114,13,4,0
3478,49.0,1,18.0,2,5,2,63,3,1,0
1726,2659.1,1,13.0,1,2,4,11,3,4,0
4760,4764.13,0,12.0,0,0,3,12,5,1,0
2710,777.76,2,13.0,2,7,2,15,11,0,0
2875,2868.86,1,13.0,2,1,3,78,13,4,0
3897,4809.08,3,5.0,1,3,0,36,4,1,0
2681,4303.31,0,14.0,2,6,3,61,1,1,0
2347,4252.65,0,18.0,2,5,3,44,4,4,0
1989,4110.14,1,3.0,0,2,0,61,12,1,0
4744,1548.57,1,7.0,2,6,0,95,13,1,0
3686,4453.63,3,19.0,0,1,2,44,8,4,0
1419,4707.0,2,7.0,1,0,3,24,5,3,0
1593,2481.48,0,20.0,2,6,1,69,7,4,0
3532,1776.08,1,12.0,2,0,2,84,7,1,0
4730,2074.07,4,15.0,2,6,4,25,1,1,0
2774,1674.36,4,14.0,0,6,3,76,13,1,0
3459,1066.03,1,20.0,0,2,4,65,11,0,0
1935,3094.15,4,15.0,0,4,3,54,2,4,1
2107,2815.17,3,10.0,0,5,4,58,4,4,0
2136,2315.61,2,21.0,0,7,1,75,5,4,0
4808,483.75,4,10.0,0,0,3,68,12,3,0
1331,3985.48,3,11.0,1,5,4,78,8,4,0
4449,878.79,4,17.0,0,0,2,94,1,0,0
4826,577.24,3,3.0,2,6,4,118,11,4,0
3702,3117.24,3,7.0,0,5,4,64,13,3,0
3088,1996.23,1,0.0,0,6,1,64,13,0,0
2793,303.74,0,8.0,2,3,0,53,6,3,0
1958,1781.06,3,1.0,2,2,1,118,8,3,0
4868,3860.04,4,12.0,2,4,0,18,6,1,0
1104,3078.17,1,17.0,1,0,1,39,10,3,0
1201,1817.12,0,16.0,2,6,3,43,12,0,0
3497,963.06,2,7.0,0,0,3,19,1,0,0
2842,3160.82,3,14.0,1,5,4,62,11,0,0
2866,4438.34,3,11.0,2,6,2,118,10,4,0
2996,3233.13,0,13.0,1,3,2,58,1,4,0
2289,4065.45,1,18.0,1,2,1,82,8,3,0
1909,2610.03,2,15.0,2,0,3,78,5,3,0
1209,3591.27,0,14.0,2,2,3,100,8,1,0
1562,4481.65,2,17.0,1,1,4,114,10,0,1
4189,3867.03,0,4.0,3,0,0,101,9,1,0
3760,4549.72,1,12.0,1,4,3,110,7,0,0
4448,2158.54,4,11.0,0,0,2,27,13,3,1
4622,4521.58,0,22.0,1,0,0,105,2,4,0
2563,3109.73,4,6.0,2,4,3,77,10,4,0
1770,4350.89,0,3.0,1,1,2,34,14,3,0
4155,201.69,3,9.0,0,4,3,18,6,3,1
3501,3290.97,1,17.0,1,3,3,91,7,0,0
3714,4240.64,3,21.0,2,6,3,44,3,1,0
1628,875.14,2,12.0,0,7,0,119,9,1,0
4585,3310.63,4,15.0,0,0,3,4,8,1,0
2628,4125.65,2,8.0,2,6,2,107,4,3,0
2701,1443.31,4,4.0,2,2,4,24,7,1,0
1386,2029.21,4,15.0,0,0,4,43,8,1,0
2935,2849.74,1,5.0,0,5,3,99,8,0,0
4421,2598.24,2,7.0,1,4,4,12,8,3,0
3343,200.75,3,12.0,1,5,4,114,5,4,0
3305,497.87,3,12.0,0,4,4,43,10,0,0
2104,506.83,4,8.0,0,6,4,87,13,2,0
1267,1315.03,4,10.0,2,3,3,33,2,1,0
3466,1233.09,4,7.0,2,7,4,95,2,4,0
3282,3712.4,2,11.0,2,2,4,32,6,4,0
2856,2865.86,2,1.0,0,7,0,19,1,1,0
4382,3821.06,0,19.0,2,7,3,51,1,1,0
4884,354.13,3,14.0,1,6,4,85,6,0,0
2998,2428.65,4,22.0,0,3,3,62,10,4,0
4033,1622.26,2,12.0,1,2,4,26,5,4,0
2380,4250.45,0,22.0,2,4,2,62,1,0,0
2236,3540.41,4,21.0,2,5,1,10,5,0,0
1573,4346.95,3,13.0,0,4,1,111,7,1,0
1048,236.9,2,21.0,2,1,2,65,3,4,0
2150,3605.51,4,7.0,0,1,3,88,14,4,0
1222,2524.1000000000004,1,18.0,0,4,4,63,3,4,0
3968,4125.88,1,15.0,2,0,0,80,7,1,0
4350,2524.1000000000004,3,0.0,0,7,4,119,6,1,0
2431,2703.34,0,2.0,1,4,4,66,7,4,0
2528,2524.1000000000004,0,17.0,0,7,2,97,5,3,0
4365,3344.27,1,12.0,1,2,3,60,7,4,0
2819,1369.33,3,19.0,3,5,4,100,5,0,0
3324,103.37,1,18.0,0,0,3,52,12,1,0
2461,49997.8,4,3.0,1,1,3,49,9,4,0
2130,4786.64,2,11.0,2,7,1,49,11,4,0
2681,2524.1000000000004,0,4.0,0,4,3,72,13,4,0
3467,4341.04,2,13.0,0,7,1,18,6,4,0
3658,4798.59,3,7.0,2,0,1,75,14,1,1
4500,4716.62,3,0.0,1,3,1,24,5,4,0
1374,4409.22,1,7.0,2,4,2,50,6,3,0
3120,4474.75,3,5.0,1,2,1,65,14,1,0
3021,1448.6,2,1.0,2,4,1,16,9,4,0
4705,761.59,0,6.0,0,0,2,56,12,3,0
2053,3198.12,1,4.0,1,5,3,19,9,3,0
4259,2443.09,3,19.0,0,7,1,2,3,1,0
4435,498.24,4,21.0,0,7,4,75,13,3,0
2889,3389.32,3,3.0,2,2,0,47,10,1,0
2823,2816.49,0,0.0,2,4,4,57,9,1,0
2474,4316.02,1,9.0,2,1,1,14,14,0,0
3242,3047.87,0,18.0,0,6,1,107,4,4,0
2179,2871.86,2,8.0,0,5,3,54,4,2,0
4243,2206.55,2,22.0,1,3,1,29,9,1,1
3894,2316.62,3,17.0,0,1,1,100,11,0,0
2064,4772.13,4,23.0,0,3,1,33,12,0,0
4134,696.54,4,5.0,1,6,2,92,6,0,0
3070,2233.86,1,14.0,1,1,0,55,3,1,0
1359,3280.86,3,11.0,0,1,0,25,6,0,0
4146,2167.89,0,13.0,0,1,3,26,11,0,0
3607,1419.66,3,23.0,2,2,4,63,7,1,0
3719,2524.1000000000004,4,12.0,2,1,3,4,5,4,0
3041,1172.11,0,12.0,0,7,0,14,8,1,0
4896,1722.8,0,8.0,0,0,3,72,2,4,0
2141,4359.02,4,1.0,1,4,1,95,13,1,0
2635,2528.6,1,9.0,2,0,1,119,7,4,0
2403,1204.99,3,12.0,0,6,2,67,4,1,0
2943,1925.71,4,22.0,0,6,0,23,1,4,0
1678,533.62,3,13.0,2,4,4,4,14,3,0
4361,4520.66,3,6.0,0,0,1,83,7,1,0
3487,2043.95,1,22.0,0,4,4,69,12,4,0
4739,4902.05,0,23.0,1,3,3,14,1,3,0
3980,1740.96,4,5.0,0,0,1,78,12,4,0
1006,4182.6,0,22.0,0,1,0,75,2,4,0
4267,1285.64,2,7.0,1,7,2,34,3,0,0
3468,385.38,4,8.0,2,6,0,77,5,3,0
2591,163.51,3,17.0,1,0,4,1,1,4,0
1832,3032.81,4,4.0,1,3,3,63,1,4,0
4264,2524.1000000000004,0,16.0,1,3,4,16,14,3,0
3606,2220.38,2,3.0,1,1,3,34,9,0,0
4219,2524.1000000000004,1,2.0,2,0,3,39,11,4,0
2810,1244.3,4,6.0,0,4,4,82,7,1,0
4740,1546.72,1,10.0,0,4,0,100,13,4,1
4273,4227.45,2,11.0,2,4,1,51,11,3,0
4515,2466.35,0,21.0,0,1,0,98,9,4,0
1913,4139.19,2,23.0,2,6,4,93,6,4,0
3011,1875.51,4,17.0,1,2,2,35,11,4,0
2442,1994.86,3,16.0,0,0,3,23,13,3,0
2450,839.86,0,7.0,1,5,2,97,9,4,0
4054,4582.15,4,14.0,3,4,2,84,11,1,0
2502,4484.43,0,9.0,2,2,2,15,2,4,0
4546,4921.16,0,9.0,0,6,4,56,3,0,0
1125,2524.1000000000004,4,21.0,0,6,0,22,5,4,0
3442,4093.98,3,7.0,1,1,3,16,2,0,0
1816,2077.69,3,7.0,0,7,3,78,7,1,0
3928,2274.22,4,20.0,2,2,4,102,10,3,0
2829,4150.85,0,10.0,1,5,0,37,4,4,0
1575,890.95,0,3.0,0,1,3,92,12,2,0
3372,1105.45,4,12.0,1,5,4,106,2,1,0
2415,1577.07,4,12.0,2,7,4,54,3,3,0
1929,3941.95,2,4.0,2,4,0,67,5,4,0
4759,1866.39,3,19.0,2,1,1,91,5,2,0
4699,1794.05,0,8.0,0,5,0,89,5,4,0
2463,4994.09,0,14.0,1,1,2,84,6,3,0
4275,1922.11,0,9.0,2,6,1,38,1,1,1
4557,1242.61,0,13.0,1,3,3,18,2,3,0
1832,3117.95,4,1.0,0,0,3,103,5,0,1
2054,4010.39,3,20.0,2,0,4,6,1,0,0
4459,352.69,2,16.0,2,7,0,55,1,0,0
2648,3096.37,4,12.0,0,4,2,36,1,0,0
2900,183.5,0,12.0,2,2,4,50,13,0,0
2457,2634.03,3,23.0,2,7,4,86,1,0,0
3884,1288.67,3,17.0,2,3,3,78,4,4,0
3973,1536.68,1,10.0,2,0,1,21,2,4,0
2399,2338.14,4,20.0,0,3,2,101,3,3,0
4415,4635.9,3,0.0,1,1,1,111,9,3,0
1442,3554.78,4,19.0,1,1,0,73,2,3,0
4650,4684.54,3,4.0,2,3,1,116,14,3,0
3122,3301.56,3,4.0,2,7,3,68,10,0,0
1556,40.5,2,1.0,1,7,2,84,7,4,0
4843,1331.6,1,5.0,0,5,1,47,4,1,0
4737,4529.33,4,2.0,2,6,2,108,10,4,0
2178,3219.01,0,16.0,2,2,1,59,1,3,0
4501,4908.33,2,0.0,1,2,4,52,10,4,0
3037,784.04,0,8.0,2,1,4,23,3,1,0
1362,1487.26,2,12.0,1,4,1,40,4,3,0
3495,1815.03,3,15.0,0,6,3,86,14,4,0
2257,1636.16,1,7.0,1,3,3,105,4,2,0
4634,1263.7,4,14.0,1,7,3,44,1,0,0
2841,2220.11,3,23.0,1,4,2,36,4,0,0
3309,3213.28,0,14.0,1,0,4,105,8,3,0
2850,1559.73,1,12.0,2,3,1,119,12,3,0
3172,403.1,0,14.0,2,1,2,84,5,2,0
1910,3544.12,4,2.0,0,1,0,77,3,3,0
1244,2297.79,0,20.0,0,7,1,22,4,3,0
1541,2784.63,1,10.0,1,6,0,79,12,1,0
3532,2279.73,4,9.0,0,6,3,94,14,3,0
3169,4452.34,3,2.0,2,0,1,11,11,1,0
3172,2795.93,3,0.0,2,2,0,50,12,3,0
2572,4616.77,1,20.0,0,0,3,88,8,3,0
3217,2555.32,1,14.0,1,3,2,89,14,0,0
1123,1466.48,1,7.0,1,4,4,76,7,3,0
4940,1780.44,0,6.0,0,1,1,13,10,3,0
4106,2613.04,3,18.0,0,3,3,22,9,4,0
4158,2652.3,3,13.0,2,7,4,52,14,4,0
3693,3438.25,3,15.0,1,2,2,53,14,4,0
2731,1126.35,4,21.0,3,3,0,81,3,4,0
1785,3295.92,2,23.0,0,0,3,40,8,3,0
3043,3894.05,1,18.0,0,0,4,96,14,4,0
3248,3384.58,4,18.0,3,6,4,109,11,0,0
3416,2524.1000000000004,2,23.0,0,7,4,26,7,0,0
1796,4958.44,1,19.0,2,1,2,110,9,1,0
1076,2027.04,2,23.0,2,4,0,98,1,1,0
1058,537.42,3,11.0,0,6,3,107,6,0,1
3478,4108.41,2,13.0,0,1,1,2,2,0,0
3685,1064.95,1,20.0,2,4,4,6,8,0,0
2523,3567.86,4,17.0,2,3,2,19,1,4,0
2936,898.99,1,6.0,1,2,1,69,3,2,0
3156,89.3,2,18.0,1,4,3,73,10,3,0
4807,803.19,2,12.0,0,4,3,108,12,1,0
4055,1888.06,1,23.0,1,0,1,66,6,4,0
2301,537.56,3,3.0,2,0,2,9,11,4,1
1067,992.41,1,1.0,2,2,2,81,11,1,0
4140,3824.31,1,23.0,2,6,4,88,4,3,0
4236,3850.57,2,12.0,2,4,2,40,13,0,0
4560,4088.35,0,9.0,2,2,3,105,14,0,0
3352,4206.57,2,18.0,2,5,3,27,1,0,0
2932,2105.08,2,22.0,2,7,3,83,8,0,0
3721,4338.41,2,18.0,0,1,2,98,14,0,0
1364,2632.05,2,8.0,1,3,2,45,13,1,0
4925,2355.63,3,6.0,0,6,3,45,5,3,1
1820,3594.09,4,12.0,0,7,2,51,13,0,0
2402,1073.02,1,4.0,2,2,4,11,1,3,0
3390,3948.54,1,19.0,2,4,1,64,4,2,0
1946,2150.18,0,14.0,2,6,1,12,12,3,0
3946,640.84,3,23.0,0,3,4,52,1,4,0
2577,600.96,0,11.0,0,3,4,62,6,2,0
2377,828.71,1,16.0,0,6,0,8,10,1,0
2439,4453.41,0,4.0,1,7,0,85,2,4,0
4180,4954.73,2,11.0,1,4,1,109,12,0,0
4634,1788.08,2,22.0,2,4,0,54,2,3,0
1761,1464.26,1,8.0,2,7,4,66,9,4,0
4568,1097.76,0,11.0,0,1,0,112,6,1,0
1340,4119.96,2,6.0,3,3,1,109,11,1,0
3989,1049.99,3,2.0,0,7,0,112,14,1,0
1382,4620.83,3,2.0,2,4,4,88,6,3,0
2003,2524.1000000000004,1,21.0,1,4,0,8,2,0,0
2556,4486.15,4,22.0,1,7,4,35,10,3,0
1299,2772.28,4,23.0,0,7,4,97,7,4,0
1138,3454.95,0,14.0,0,5,0,46,8,1,0
1358,3099.19,1,14.0,0,1,3,16,14,0,0
1835,4156.82,1,17.0,0,7,0,94,5,0,1
2522,4180.12,2,1.0,2,0,1,86,11,0,0
4456,2951.02,2,17.0,1,7,3,32,13,1,0
2627,49997.8,3,7.0,2,2,4,91,4,0,0
2982,4609.77,3,4.0,2,7,3,55,12,0,0
2303,4649.68,1,14.0,0,1,1,33,12,4,0
4708,3322.93,2,12.0,1,3,4,117,14,0,0
3530,43.73,2,16.0,0,4,3,23,11,0,0
1908,526.53,1,18.0,2,3,4,61,8,0,0
2134,4290.42,3,22.0,1,4,1,1,5,0,0
3913,428.15,2,2.0,1,2,0,114,10,1,0
3186,1071.53,4,16.0,2,1,1,3,6,0,0
1995,1156.58,0,17.0,3,1,1,8,3,1,0
3482,3003.17,3,7.0,1,3,2,78,1,1,0
3556,2885.28,4,0.0,2,0,2,28,6,0,0
3320,1450.64,1,11.0,1,2,4,18,13,1,0
4170,1042.02,1,17.0,2,0,4,119,2,4,0
4835,3823.84,0,1.0,0,3,0,60,11,3,0
4921,4677.6,2,16.0,0,4,1,55,10,1,0
3151,268.76,4,18.0,1,0,0,61,4,1,0
2237,670.24,2,1.0,3,2,2,60,7,4,0
2784,3212.61,4,7.0,0,7,0,112,9,2,0
4735,4023.19,1,3.0,1,7,4,53,2,2,0
3809,3956.99,1,15.0,0,3,1,44,6,4,0
3834,3599.82,2,12.0,1,5,1,75,3,3,1
1164,4437.7,2,7.0,2,7,1,53,1,4,0
1998,1090.66,4,3.0,2,1,4,61,9,3,0
4924,540.92,0,11.0,1,7,1,4,6,0,0
3567,3078.74,1,4.0,0,7,3,54,13,1,0
